title,institution,place,description,source_number,source_url,image_url,lat,lon,license,author,date
"Nordnesgaten 25 (Nordnesgaten 23, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0472.jpg,URN:NBN:no-RAKV_arkiv_8327FFD9A26B40A7 B58290C6398C2660,http://www.knreise.no/img/riksantikvaren/T248_02_0472.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anders Bugge,1/1/1927
"Nordnesgaten 25 (Nordnesgaten 23, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0473.jpg,URN:NBN:no-RAKV_arkiv_5BAB189BBCE641AB 95377B6B8CE3D8C6,http://www.knreise.no/img/riksantikvaren/T248_02_0473.jpg,,,http://creativecommons.org/licenses/by/4.0/,Bjørn Bjrørnseth,1/1/1946
"Nordnesgaten 25 (Nordnesgaten 23, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0474.jpg,URN:NBN:no-RAKV_arkiv_11DDB143C1254172 A232C2502072867B,http://www.knreise.no/img/riksantikvaren/T248_02_0474.jpg,,,http://creativecommons.org/licenses/by/4.0/,Halvor Vreim,1/1/1940
"Stiftsgården, Hagerupgården (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0475.jpg,URN:NBN:no-RAKV_arkiv_6D6126E4B1AF470F 872CA80AB030741F,http://www.knreise.no/img/riksantikvaren/T248_02_0475.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Sandviksvei 62 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0477.jpg,URN:NBN:no-RAKV_arkiv_8B7B25D793C54DDE 8AD08E6B23A5A6FE,http://www.knreise.no/img/riksantikvaren/T248_02_0477.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anne Winterthun,1/1/1979
Sandviksvei 62 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0479.jpg,URN:NBN:no-RAKV_arkiv_2D028BE9BE114850 964A0F13E572FA90,http://www.knreise.no/img/riksantikvaren/T248_02_0479.jpg,,,http://creativecommons.org/licenses/by/4.0/,Halvor Vreim,1/1/1944
Sandviksvei 62 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0480.jpg,URN:NBN:no-RAKV_arkiv_1201FD554B604548 9D72B70E37DBA7DC,http://www.knreise.no/img/riksantikvaren/T248_02_0480.jpg,,,http://creativecommons.org/licenses/by/4.0/,Jan Anderssen,1/1/1969
Sandviksvei 62 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0482.jpg,URN:NBN:no-RAKV_arkiv_90DCC3662AB04B40 BFF90CC77FFFC2EB,http://www.knreise.no/img/riksantikvaren/T248_02_0482.jpg,,,http://creativecommons.org/licenses/by/4.0/,Halvor Vreim,1/1/1944
Holmedalsgården (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0485.jpg,URN:NBN:no-RAKV_arkiv_67D5C93A37674E91 B604386A49C56A10,http://www.knreise.no/img/riksantikvaren/T248_02_0485.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Holmedalsgården (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0487.jpg,URN:NBN:no-RAKV_arkiv_13246B43B19B43BA BE95437D06371192,http://www.knreise.no/img/riksantikvaren/T248_02_0487.jpg,,,http://creativecommons.org/licenses/by/4.0/,Teigen,Ukjent dato
Holmedalsgården (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0488.jpg,URN:NBN:no-RAKV_arkiv_543DD1C1D1FD438A AED2244DF114AF1A,http://www.knreise.no/img/riksantikvaren/T248_02_0488.jpg,,,http://creativecommons.org/licenses/by/4.0/,Teigen,Ukjent dato
Kong Oscars gate 59 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0490.jpg,URN:NBN:no-RAKV_arkiv_E111D9EF21B94D51 84F908597EDF7A44,http://www.knreise.no/img/riksantikvaren/T248_02_0490.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Kong Oscars gate 59 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0491.jpg,URN:NBN:no-RAKV_arkiv_9F176249B6C64588 BF898B4E42DC65D0,http://www.knreise.no/img/riksantikvaren/T248_02_0491.jpg,,,http://creativecommons.org/licenses/by/4.0/,S. Holm,1/1/1971
Kong Oscars gate 59 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0492.jpg,URN:NBN:no-RAKV_arkiv_6543F13CFBE440A7 9EFE134202ABDDDF,http://www.knreise.no/img/riksantikvaren/T248_02_0492.jpg,,,http://creativecommons.org/licenses/by/4.0/,S. Holm,1/1/1971
Krohnstedet (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0493.jpg,URN:NBN:no-RAKV_arkiv_07912A9D87934642 89A9AC3A5F20ECAA,http://www.knreise.no/img/riksantikvaren/T248_02_0493.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Krohnstedet (Bergen),Riksantikvaren,Bergen,Fra Årbok 1933,T248_02_0494.jpg,URN:NBN:no-RAKV_arkiv_1E269C2A5F044812 AD09E4A86A9E381C,http://www.knreise.no/img/riksantikvaren/T248_02_0494.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
"Det gamle rådhus (Rådstuplassen 1, Bergen)",Riksantikvaren,Bergen,Bergen 25 - Raadhuset (omkr. 1865). Eneret: K. Knudsen & Co. A.S.,T248_02_0498.jpg,URN:NBN:no-RAKV_arkiv_B55EBD6846A24385 AB7286EAEA3FAE0C,http://www.knreise.no/img/riksantikvaren/T248_02_0498.jpg,,,http://creativecommons.org/licenses/by/4.0/,Knud Knudsen,Ukjent dato
"Det gamle rådhus (Rådstuplassen 1, Bergen)",Riksantikvaren/Nasjonalbiblioteket - Mittet,Bergen,Bergen Raadhus. K. N. A/S,T248_02_0499.jpg,URN:NBN:no-RAKV_arkiv_F69CA94E40604117 832C6AF29EB55BFB,http://www.knreise.no/img/riksantikvaren/T248_02_0499.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
"Det gamle rådhus (Rådstuplassen 1, Bergen)",Riksantikvaren/Nasjonalbiblioteket - Mittet,Bergen,Eneberettiget Mittet og Co. 1909,T248_02_0500.jpg,URN:NBN:no-RAKV_arkiv_16545CECCDE7436B A94DB2D87FAD6B39,http://www.knreise.no/img/riksantikvaren/T248_02_0500.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,1/1/1909
"Møllersalen (Sandviksveien 77A, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0506.jpg,URN:NBN:no-RAKV_arkiv_73D455A816A648CE A53D656D38E24C1A,http://www.knreise.no/img/riksantikvaren/T248_02_0506.jpg,,,http://creativecommons.org/licenses/by/4.0/,Per Jahn Lavik,1/1/1970
"Sliberget 2 (Sliberget 2, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0509.jpg,URN:NBN:no-RAKV_arkiv_AAE74BFADA9B4FA8 A0E62F3C1A3F1108,http://www.knreise.no/img/riksantikvaren/T248_02_0509.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
"Sliberget 2 (Sliberget 2, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0511.jpg,URN:NBN:no-RAKV_arkiv_BAB4EECC6F0A4CD7 937942AF19125EF4,http://www.knreise.no/img/riksantikvaren/T248_02_0511.jpg,,,http://creativecommons.org/licenses/by/4.0/,Halvor Vreim,1/1/1940
"Sliberget 2 (Sliberget 2, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0512.jpg,URN:NBN:no-RAKV_arkiv_5750289811BB4E1C 9C2EBB3D13E22ADB,http://www.knreise.no/img/riksantikvaren/T248_02_0512.jpg,,,http://creativecommons.org/licenses/by/4.0/,Halvor Vreim,1/1/1940
Stadsporten (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0515.jpg,URN:NBN:no-RAKV_arkiv_D54BA2FD342C4524 95AD2E755A4296AB,http://www.knreise.no/img/riksantikvaren/T248_02_0515.jpg,,,http://creativecommons.org/licenses/by/4.0/,S. Holm,4/1/1969
Stadsporten (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0516.jpg,URN:NBN:no-RAKV_arkiv_22D855AA5B33459F 9F0AC30BFEC1A0B1,http://www.knreise.no/img/riksantikvaren/T248_02_0516.jpg,,,http://creativecommons.org/licenses/by/4.0/,S. Holm,4/1/1969
Stadsporten (Bergen),Riksantikvaren,Bergen,Fotoet trolig fra 1859,T248_02_0517.jpg,URN:NBN:no-RAKV_arkiv_F8FCE03442B447FD A0509B0872743732,http://www.knreise.no/img/riksantikvaren/T248_02_0517.jpg,,,http://creativecommons.org/licenses/by/4.0/,Marcus Selmer,Ukjent dato
Stadsporten (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0519.jpg,URN:NBN:no-RAKV_arkiv_90CD21CD3DAA4E8C 90D24183AEBB21A3,http://www.knreise.no/img/riksantikvaren/T248_02_0519.jpg,,,http://creativecommons.org/licenses/by/4.0/,Knud Knudsen,Ukjent dato
Svensgården (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0520.jpg,URN:NBN:no-RAKV_arkiv_D03ADCF2829A4382 B4EDBA616318921D,http://www.knreise.no/img/riksantikvaren/T248_02_0520.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Svensgården (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0522.jpg,URN:NBN:no-RAKV_arkiv_F36F107D4DCD4DAF 87A5D11F70DEC2D8,http://www.knreise.no/img/riksantikvaren/T248_02_0522.jpg,,,http://creativecommons.org/licenses/by/4.0/,Universitetsbiblioteket i Bergen,Ukjent dato
Svensgården (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0523.jpg,URN:NBN:no-RAKV_arkiv_F43F4C629E8C41A6 9BA0638A52D4A99C,http://www.knreise.no/img/riksantikvaren/T248_02_0523.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Bellgården (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0525.jpg,URN:NBN:no-RAKV_arkiv_F281DEE33DE34BB4 B2EB96E41102CD16,http://www.knreise.no/img/riksantikvaren/T248_02_0525.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Bellgården (Bryggen) (Bergen),Riksantikvaren,Bergen,Oppført etter brannen i 1702 i gammel skikkelse,T248_02_0530.jpg,URN:NBN:no-RAKV_arkiv_43DE0B6591D94BDB 8A12C1EA70342785,http://www.knreise.no/img/riksantikvaren/T248_02_0530.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anders Beer Wilse,Ukjent dato
Bellgården (Bryggen) (Bergen),Riksantikvaren,Bergen,Passasje mellom Bellgården og Jacobsfjorden,T248_02_0531.jpg,URN:NBN:no-RAKV_arkiv_B3D1690E06D14414 BD831E674A78295D,http://www.knreise.no/img/riksantikvaren/T248_02_0531.jpg,,,http://creativecommons.org/licenses/by/4.0/,Teigen,Ukjent dato
Bellgården (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0532.jpg,URN:NBN:no-RAKV_arkiv_22F4DA85441B4628 85B103E59BE7DC28,http://www.knreise.no/img/riksantikvaren/T248_02_0532.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anders Beer Wilse,Ukjent dato
Bugården (Bryggen) (Bergen),Riksantikvaren,Bergen,Over halvparten ødelagt i brannen i 1955,T248_02_0540.jpg,URN:NBN:no-RAKV_arkiv_418DF0DFDA17472E 911A074DD8DDB35B,http://www.knreise.no/img/riksantikvaren/T248_02_0540.jpg,,,http://creativecommons.org/licenses/by/4.0/,Tore Holter,1/1/1978
Jacobsfjordgården (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0541.jpg,URN:NBN:no-RAKV_arkiv_0C2557792522435A A2559FFCA21D3138,http://www.knreise.no/img/riksantikvaren/T248_02_0541.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
"Brødretomten, Sandviken (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0553.jpg,URN:NBN:no-RAKV_arkiv_E6CC5BB1330D4B80 B9548205E25A9D30,http://www.knreise.no/img/riksantikvaren/T248_02_0553.jpg,,,http://creativecommons.org/licenses/by/4.0/,Jan Anderssen,1/1/1969
Elsero (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0560.jpg,URN:NBN:no-RAKV_arkiv_83F1839D13BD4917 B2B47CBECC49073F,http://www.knreise.no/img/riksantikvaren/T248_02_0560.jpg,,,http://creativecommons.org/licenses/by/4.0/,Halvor Vreim,1/1/1939
Finnegården - Hanseatisk museum (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0569.jpg,URN:NBN:no-RAKV_arkiv_7F380CB4C50143D4 88F389A88A4148B8,http://www.knreise.no/img/riksantikvaren/T248_02_0569.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Finnegården - Hanseatisk museum (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0571.jpg,URN:NBN:no-RAKV_arkiv_A0D305F358DC40E7 A762560800364999,http://www.knreise.no/img/riksantikvaren/T248_02_0571.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Finnegården - Hanseatisk museum (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0572.jpg,URN:NBN:no-RAKV_arkiv_EC0AB86ABA044CCF B11F517E365CA07A,http://www.knreise.no/img/riksantikvaren/T248_02_0572.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Finnegården - Hanseatisk museum (Bryggen) (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0576.jpg,URN:NBN:no-RAKV_arkiv_35BF51FE02144073 9988B1C8EF123CEC,http://www.knreise.no/img/riksantikvaren/T248_02_0576.jpg,,,http://creativecommons.org/licenses/by/4.0/,Harry Fett,Ukjent dato
"Christinegård, Sandviken (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0580.jpg,URN:NBN:no-RAKV_arkiv_97295D7DEB4E48BE 8B56E9F2A0E89774,http://www.knreise.no/img/riksantikvaren/T248_02_0580.jpg,,,http://creativecommons.org/licenses/by/4.0/,Jan Anderssen,1/1/1969
"Christinegård, Sandviken (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0581.jpg,URN:NBN:no-RAKV_arkiv_7F32C2241FCD4C78 8FBC4D7F8C2E9944,http://www.knreise.no/img/riksantikvaren/T248_02_0581.jpg,,,http://creativecommons.org/licenses/by/4.0/,Axel Mykleby,1/1/1985
"Christinegård, Sandviken (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0582.jpg,URN:NBN:no-RAKV_arkiv_4792CDC3952542EE 846B08BF506B03B9,http://www.knreise.no/img/riksantikvaren/T248_02_0582.jpg,,,http://creativecommons.org/licenses/by/4.0/,Axel Mykleby,1/1/1985
"Christinegård, Sandviken (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0583.jpg,URN:NBN:no-RAKV_arkiv_E2C7861EAD9F4194 BA83F1AE1DF81526,http://www.knreise.no/img/riksantikvaren/T248_02_0583.jpg,,,http://creativecommons.org/licenses/by/4.0/,Axel Mykleby,1/1/1985
Danckert Krohns stiftelse (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0592.jpg,URN:NBN:no-RAKV_arkiv_98F9A3109E944E37 8F02F6FAA09D0BCA,http://www.knreise.no/img/riksantikvaren/T248_02_0592.jpg,,,http://creativecommons.org/licenses/by/4.0/,Per Jahn Lavik,1/1/1972
Zander Kaaes stiftelse (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0598.jpg,URN:NBN:no-RAKV_arkiv_31CB924D228E4C2A AC401467081A0D15,http://www.knreise.no/img/riksantikvaren/T248_02_0598.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Zander Kaaes stiftelse (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0599.jpg,URN:NBN:no-RAKV_arkiv_C9ACFB252F504F35 AEF909AC0C9A01EE,http://www.knreise.no/img/riksantikvaren/T248_02_0599.jpg,,,http://creativecommons.org/licenses/by/4.0/,Per Jahn Lavik,3/1/1976
Kronstad hovedgård (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0605.jpg,URN:NBN:no-RAKV_arkiv_D328DF3809EA4D78 A8ED598F0BF07489,http://www.knreise.no/img/riksantikvaren/T248_02_0605.jpg,,,http://creativecommons.org/licenses/by/4.0/,Schnitler,Ukjent dato
"Den gamle latinskole, museum (Lille Øvre gate 38, Bergen)",Riksantikvaren,Bergen,"Den gamle Latinskole, nuværende Asyl",T248_02_0617.jpg,URN:NBN:no-RAKV_arkiv_BF01AA6C418644FB 9DF76F41404AFBEA,http://www.knreise.no/img/riksantikvaren/T248_02_0617.jpg,,,http://creativecommons.org/licenses/by/4.0/,Knud Knudsen,Ukjent dato
"Den gamle latinskole, museum (Lille Øvre gate 38, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0618.jpg,URN:NBN:no-RAKV_arkiv_BE647B294C584BBD A4983B44368FF28F,http://www.knreise.no/img/riksantikvaren/T248_02_0618.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anders Beer Wilse,Ukjent dato
"Den gamle latinskole, museum (Lille Øvre gate 38, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0621.jpg,URN:NBN:no-RAKV_arkiv_0EA3EE4688354317 AF4E77C473DED04C,http://www.knreise.no/img/riksantikvaren/T248_02_0621.jpg,,,http://creativecommons.org/licenses/by/4.0/,Stephan Tschudi-Madsen,1/1/1965
"Den gamle latinskole, museum (Lille Øvre gate 38, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0622.jpg,URN:NBN:no-RAKV_arkiv_1CB0CBD5B7284E1E B3A95985976A8AAB,http://www.knreise.no/img/riksantikvaren/T248_02_0622.jpg,,,http://creativecommons.org/licenses/by/4.0/,Stephan Tschudi-Madsen,1/1/1965
"Den gamle latinskole, museum (Lille Øvre gate 38, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0624.jpg,URN:NBN:no-RAKV_arkiv_7D6A1EA7D5354B67 8C9F7ED19F12D684,http://www.knreise.no/img/riksantikvaren/T248_02_0624.jpg,,,http://creativecommons.org/licenses/by/4.0/,Stephan Tschudi-Madsen,1/1/1965
"Uren, Urdi (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0625.jpg,URN:NBN:no-RAKV_arkiv_7672F1712C944F77 90257F16E357844F,http://www.knreise.no/img/riksantikvaren/T248_02_0625.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anders Beer Wilse,Ukjent dato
"Uren, Urdi (Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0626.jpg,URN:NBN:no-RAKV_arkiv_7B47A146AD544636 A0C56ED95FC477E3,http://www.knreise.no/img/riksantikvaren/T248_02_0626.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anders Beer Wilse,Ukjent dato
Muren (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0630.jpg,URN:NBN:no-RAKV_arkiv_942F2185750E4FB6 B7036F7B38C243D4,http://www.knreise.no/img/riksantikvaren/T248_02_0630.jpg,,,http://creativecommons.org/licenses/by/4.0/,Eberhard B. Oppi,Ukjent dato
Muren (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0632.jpg,URN:NBN:no-RAKV_arkiv_1C45FFCE96F6439C 9C1753DA548E140A,http://www.knreise.no/img/riksantikvaren/T248_02_0632.jpg,,,http://creativecommons.org/licenses/by/4.0/,Olaf Andreas Svanøe,Ukjent dato
Muren (Bergen),Riksantikvaren/Nasjonalbiblioteket - Mittet,Bergen,Beskrivelse mangler,T248_02_0633.jpg,URN:NBN:no-RAKV_arkiv_1A36AF34ACD540F8 BD1A4D36CBD1F195,http://www.knreise.no/img/riksantikvaren/T248_02_0633.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Det annekterte rådhus (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0640.jpg,URN:NBN:no-RAKV_arkiv_9A8259D835FB46EC 90CE00CFC0F8BD17,http://www.knreise.no/img/riksantikvaren/T248_02_0640.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ola Hektoen Øverås,1/1/1968
Slettebakken (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0646.jpg,URN:NBN:no-RAKV_arkiv_EEEA8D7FA6A8432D 850ED271AA92520B,http://www.knreise.no/img/riksantikvaren/T248_02_0646.jpg,,,http://creativecommons.org/licenses/by/4.0/,Axel Mykleby,1/1/1985
Slettebakken (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0647.jpg,URN:NBN:no-RAKV_arkiv_69D6847D79B544C0 ADC64BFB798981CD,http://www.knreise.no/img/riksantikvaren/T248_02_0647.jpg,,,http://creativecommons.org/licenses/by/4.0/,Axel Mykleby,1/1/1985
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0714.jpg,URN:NBN:no-RAKV_arkiv_57E1D380767C4C9D BA9C5D4344E66359,http://www.knreise.no/img/riksantikvaren/T248_02_0714.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anne Winterthun,3/1/1984
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0715.jpg,URN:NBN:no-RAKV_arkiv_DF93E07430574FCC A7810222271ABA97,http://www.knreise.no/img/riksantikvaren/T248_02_0715.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anne Winterthun,3/1/1984
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0716.jpg,URN:NBN:no-RAKV_arkiv_EF6979AC666340C8 9B2A01EF53A88342,http://www.knreise.no/img/riksantikvaren/T248_02_0716.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anne Winterthun,3/1/1984
Skuteviksbodene nr.10-11 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0717.jpg,URN:NBN:no-RAKV_arkiv_26C4F9F5ABD84E07 95907A8AAFCBB243,http://www.knreise.no/img/riksantikvaren/T248_02_0717.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0719.jpg,URN:NBN:no-RAKV_arkiv_E2F21BC5A1104C7F 94ADA10431CC8323,http://www.knreise.no/img/riksantikvaren/T248_02_0719.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0720.jpg,URN:NBN:no-RAKV_arkiv_736168C96DB5458E 83801BB22D3EB742,http://www.knreise.no/img/riksantikvaren/T248_02_0720.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0721.jpg,URN:NBN:no-RAKV_arkiv_ED584E341CB244FB 86EA1081C3A05016,http://www.knreise.no/img/riksantikvaren/T248_02_0721.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
Skuteviksbodene nr.13-14-15 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0722.jpg,URN:NBN:no-RAKV_arkiv_BBBBD09270654CAF AB8F53887DFEC759,http://www.knreise.no/img/riksantikvaren/T248_02_0722.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0724.jpg,URN:NBN:no-RAKV_arkiv_37CEE9EEFBF7474A B90C5CF206726F54,http://www.knreise.no/img/riksantikvaren/T248_02_0724.jpg,,,http://creativecommons.org/licenses/by/4.0/,Lisen Roll,1/1/1982
Skuteviksbodene nr.13-14-15 (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0725.jpg,URN:NBN:no-RAKV_arkiv_54C705394CE540A1 A68F93BD0BD9E5C1,http://www.knreise.no/img/riksantikvaren/T248_02_0725.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anne Winterthun,3/1/1984
Skuteviksbodene (Bergen),Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0726.jpg,URN:NBN:no-RAKV_arkiv_DBDFDE4BF9484340 A8F4C6EB2AFF5B74,http://www.knreise.no/img/riksantikvaren/T248_02_0726.jpg,,,http://creativecommons.org/licenses/by/4.0/,Anne Winterthun,3/1/1984
"Skuteviksbodene 12 (Skuteviksbodene 12, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0741.jpg,URN:NBN:no-RAKV_arkiv_DC4AABE4941D49E0 AA9B0F62C7CF0818,http://www.knreise.no/img/riksantikvaren/T248_02_0741.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
"Skuteviksbodene 13 (Skuteviksbodene 13, Bergen)",Riksantikvaren,Bergen,Beskrivelse mangler,T248_02_0757.jpg,URN:NBN:no-RAKV_arkiv_625D076795EC422A 8C0309AFEB797321,http://www.knreise.no/img/riksantikvaren/T248_02_0757.jpg,,,http://creativecommons.org/licenses/by/4.0/,Ukjent,Ukjent dato
Bergenhus (Bergen),Riksantikvaren,Bergen,Foto VII.,T248_02_0808.jpg,URN:NBN:no-RAKV_arkiv_F9FAD4E0A90D425D BD7851776B0790CA,http://www.knreise.no/img/riksantikvaren/T248_02_0808.jpg,,,http://creativecommons.org/licenses/by/4.0/,Gerhard Fischer,1/1/1929
Bergenhus (Bergen),Riksantikvaren,Bergen,Foto VIII.,T248_02_0809.jpg,URN:NBN:no-RAKV_arkiv_C768EFC6D0E14689 A27E69D7A9D6B09D,http://www.knreise.no/img/riksantikvaren/T248_02_0809.jpg,,,http://creativecommons.org/licenses/by/4.0/,Gerhard Fischer,Ukjent dato
Bergenhus (Bergen),Riksantikvaren,Bergen,Foto IX.,T248_02_0810.jpg,URN:NBN:no-RAKV_arkiv_0AE7422ED831400C B689841ED77125EF,http://www.knreise.no/img/riksantikvaren/T248_02_0810.jpg,,,http://creativecommons.org/licenses/by/4.0/,Gerhard Fischer,1/1/1929
Bergenhus (Bergen),Riksantikvaren,Bergen,Foto X.,T248_02_0811.jpg,URN:NBN:no-RAKV_arkiv_C302CE2E2C8A4A84 958713E6BBFB5839,http://www.knreise.no/img/riksantikvaren/T248_02_0811.jpg,,,http://creativecommons.org/licenses/by/4.0/,Gerhard Fischer,1/1/1929
Bergenhus (Bergen),Riksantikvaren,Bergen,Foto XI.,T248_02_0812.jpg,URN:NBN:no-RAKV_arkiv_53A443DC546C44E0 9405ED794811AFF6,http://www.knreise.no/img/riksantikvaren/T248_02_0812.jpg,,,http://creativecommons.org/licenses/by/4.0/,Gerhard Fischer,Ukjent dato
